ID,sub_specie,claw_length_cm,endangered,size_cm,specie,tail_length_cm,weight_kg
342,Maned three-toed sloth,7.871,vulnerable,65.494,three_toed,5.609,3.711
343,Maned three-toed sloth,6.529,vulnerable,62.786,three_toed,3.414,5.286
344,Maned three-toed sloth,7.001,vulnerable,63.95,three_toed,4.135,6.246
345,Maned three-toed sloth,7.891,vulnerable,64.9,three_toed,4.559,5.509
346,Maned three-toed sloth,7.808,vulnerable,62.75,three_toed,4.235,5.968
347,Maned three-toed sloth,9.158,vulnerable,61.981,three_toed,6.13,4.196
348,Maned three-toed sloth,9.035,vulnerable,64.503,three_toed,6.355,5.901
349,Maned three-toed sloth,6.945,vulnerable,63.602,three_toed,5.574,5.165
350,Maned three-toed sloth,8,vulnerable,61.541,three_toed,5.084,5.821
351,Maned three-toed sloth,7.493,vulnerable,63.116,three_toed,5.611,5.211
352,Maned three-toed sloth,7.125,vulnerable,63.416,three_toed,5.327,3.682
353,Maned three-toed sloth,7.92,vulnerable,62.121,three_toed,6.196,4.977
354,Maned three-toed sloth,6.501,vulnerable,63.341,three_toed,3.629,4.305
355,Maned three-toed sloth,7.344,vulnerable,64.65,three_toed,6.45,4.829
356,Maned three-toed sloth,7.757,vulnerable,63.232,three_toed,5.619,5.789
357,Maned three-toed sloth,7.422,vulnerable,63.587,three_toed,7.141,5.315
358,Maned three-toed sloth,7.966,vulnerable,62.811,three_toed,5.366,5.325
359,Maned three-toed sloth,8.515,vulnerable,63.786,three_toed,3.877,6.114
360,Maned three-toed sloth,7.49,vulnerable,63.146,three_toed,3.996,4.54
361,Maned three-toed sloth,7.132,vulnerable,63.713,three_toed,4.866,6.639
362,Maned three-toed sloth,6.511,vulnerable,63.052,three_toed,4.992,6.704
363,Maned three-toed sloth,8.67,vulnerable,63.035,three_toed,4.918,4.702
364,Maned three-toed sloth,6.351,vulnerable,63.3,three_toed,4.343,6.352
365,Maned three-toed sloth,6.933,vulnerable,63.202,three_toed,4.278,5.582
366,Maned three-toed sloth,6.466,vulnerable,62.332,three_toed,5.011,5.803
367,Maned three-toed sloth,6.887,vulnerable,63.374,three_toed,4.517,5.142
368,Maned three-toed sloth,8.308,vulnerable,63.154,three_toed,4.604,3.459
369,Maned three-toed sloth,6.801,vulnerable,63.156,three_toed,4.714,5.696
370,Maned three-toed sloth,6.789,vulnerable,63.724,three_toed,5.594,6.903
371,Maned three-toed sloth,5.586,vulnerable,63.745,three_toed,5.585,4.687
372,Maned three-toed sloth,6.412,vulnerable,62.971,three_toed,6.572,4.773
373,Maned three-toed sloth,7.473,vulnerable,63.798,three_toed,5.394,5.128
374,Maned three-toed sloth,7.17,vulnerable,64.941,three_toed,6.17,5.694
375,Maned three-toed sloth,6.239,vulnerable,61.503,three_toed,4.203,6.131
376,Maned three-toed sloth,7.98,vulnerable,62.666,three_toed,6.315,5.133
377,Maned three-toed sloth,6.469,vulnerable,61.927,three_toed,4.343,5.722
378,Maned three-toed sloth,7.185,vulnerable,62.947,three_toed,5.168,7.022
379,Maned three-toed sloth,7.077,vulnerable,64.353,three_toed,4.203,7.278
380,Maned three-toed sloth,9.263,vulnerable,62.408,three_toed,5.778,4.286
381,Maned three-toed sloth,5.808,vulnerable,64.193,three_toed,5.277,5.316
382,Maned three-toed sloth,7.763,vulnerable,64.659,three_toed,4.189,4.945
383,Maned three-toed sloth,7.297,vulnerable,63.194,three_toed,5.059,5.772
384,Maned three-toed sloth,8.459,vulnerable,63.871,three_toed,5.24,4.828
385,Maned three-toed sloth,7.715,vulnerable,62.709,three_toed,5.162,4.368
386,Maned three-toed sloth,7.758,vulnerable,65.701,three_toed,5.385,6.319
387,Maned three-toed sloth,7.215,vulnerable,63.814,three_toed,5.422,6.46
388,Maned three-toed sloth,8.997,vulnerable,62.35,three_toed,3.767,6.439
389,Maned three-toed sloth,8.769,vulnerable,63.018,three_toed,4.494,6.665
390,Maned three-toed sloth,7.973,vulnerable,61.903,three_toed,4.718,7.079
391,Maned three-toed sloth,6.749,vulnerable,63.106,three_toed,3.416,5.829
392,Maned three-toed sloth,6.005,vulnerable,64.841,three_toed,3.863,4.632
393,Maned three-toed sloth,6.68,vulnerable,63.835,three_toed,4.69,7.295
394,Maned three-toed sloth,7.324,vulnerable,61.995,three_toed,5.34,5.608
395,Maned three-toed sloth,6.602,vulnerable,62.025,three_toed,6.266,7.291
396,Maned three-toed sloth,6.878,vulnerable,65.231,three_toed,5.506,4.977
397,Maned three-toed sloth,10.129,vulnerable,63.701,three_toed,4.97,4.788
398,Maned three-toed sloth,7.477,vulnerable,61.589,three_toed,4.921,6.119
399,Maned three-toed sloth,8.916,vulnerable,64.102,three_toed,4.436,7.551
400,Maned three-toed sloth,7.552,vulnerable,64.627,three_toed,4.559,6.659
401,Maned three-toed sloth,6.56,vulnerable,64.43,three_toed,5.109,5.209
402,Maned three-toed sloth,7.692,vulnerable,63.042,three_toed,4.008,5.16
403,Maned three-toed sloth,6.106,vulnerable,63.692,three_toed,7.458,5.96
404,Maned three-toed sloth,9.388,vulnerable,63.418,three_toed,5.632,4.57
405,Maned three-toed sloth,8.722,vulnerable,64.926,three_toed,4.625,7.482
406,Maned three-toed sloth,9.257,vulnerable,64.876,three_toed,4.895,6.266
407,Maned three-toed sloth,7.998,vulnerable,64.637,three_toed,7.774,7.124
408,Maned three-toed sloth,7.898,vulnerable,61.238,three_toed,3.078,4.985
409,Maned three-toed sloth,6.411,vulnerable,64.025,three_toed,4.07,4.056
410,Maned three-toed sloth,7.831,vulnerable,63.953,three_toed,3.835,4.661
411,Maned three-toed sloth,6.249,vulnerable,62.934,three_toed,4.254,6.236
412,Maned three-toed sloth,7.252,vulnerable,62.93,three_toed,5.532,6.287
413,Maned three-toed sloth,7.113,vulnerable,63.059,three_toed,4.411,6.553
414,Maned three-toed sloth,8.391,vulnerable,63.367,three_toed,3.113,4.384
415,Maned three-toed sloth,6.997,vulnerable,62.554,three_toed,3.773,5.522
416,Maned three-toed sloth,7.537,vulnerable,63.452,three_toed,6.1,4.235
417,Maned three-toed sloth,7.813,vulnerable,62.764,three_toed,4.572,4.718
418,Maned three-toed sloth,7.86,vulnerable,63.164,three_toed,7.401,6.035
419,Maned three-toed sloth,8.463,vulnerable,62.109,three_toed,6.179,6.017
420,Maned three-toed sloth,7.526,vulnerable,64.741,three_toed,4.681,5.098
421,Maned three-toed sloth,7.563,vulnerable,63.918,three_toed,4.882,6.34
422,Maned three-toed sloth,8.192,vulnerable,63.859,three_toed,6.606,5.093
423,Maned three-toed sloth,7.109,vulnerable,63.13,three_toed,6.539,5.502
424,Maned three-toed sloth,7.51,vulnerable,61.77,three_toed,4.534,7.22
425,Maned three-toed sloth,5.507,vulnerable,65.896,three_toed,5.648,4.755
426,Maned three-toed sloth,8.369,vulnerable,63.429,three_toed,6.051,5.091
427,Maned three-toed sloth,7.254,vulnerable,64.543,three_toed,4.222,5.434
428,Maned three-toed sloth,7.955,vulnerable,63.163,three_toed,5.981,6.749
429,Maned three-toed sloth,8.434,vulnerable,63.55,three_toed,5.154,6.314
430,Maned three-toed sloth,5.812,vulnerable,63.169,three_toed,5.644,5.664
431,Maned three-toed sloth,7.166,vulnerable,63.461,three_toed,5.061,4.978
432,Maned three-toed sloth,6.722,vulnerable,63.142,three_toed,3.944,3.713
433,Maned three-toed sloth,6.741,vulnerable,63.827,three_toed,4.438,6.899
434,Maned three-toed sloth,5.724,vulnerable,63.135,three_toed,4.628,5.63
435,Maned three-toed sloth,7.13,vulnerable,64.164,three_toed,2.333,6.965
436,Maned three-toed sloth,8.364,vulnerable,60.734,three_toed,4.628,7.694
437,Maned three-toed sloth,6.787,vulnerable,64.107,three_toed,3.855,5.661
438,Maned three-toed sloth,7.092,vulnerable,63.309,three_toed,5.028,5.418
439,Maned three-toed sloth,6.811,vulnerable,63.315,three_toed,4.655,3.73
440,Maned three-toed sloth,6.529,vulnerable,63.272,three_toed,3.951,5.897
441,Maned three-toed sloth,6.877,vulnerable,63.149,three_toed,5.864,5.572
442,Maned three-toed sloth,8.752,vulnerable,62.978,three_toed,4.458,6.843
443,Maned three-toed sloth,7.062,vulnerable,63.823,three_toed,3.374,3.19
444,Maned three-toed sloth,6.853,vulnerable,64.025,three_toed,5.411,6.584
445,Maned three-toed sloth,6.571,vulnerable,64.153,three_toed,4.259,6.496
446,Maned three-toed sloth,7.791,vulnerable,63.858,three_toed,4.114,6.843
447,Maned three-toed sloth,7.468,vulnerable,63.72,three_toed,5.704,6.8
448,Maned three-toed sloth,6.913,vulnerable,64.146,three_toed,6.375,5.32
449,Maned three-toed sloth,6.758,vulnerable,65.289,three_toed,5.042,6.842
450,Maned three-toed sloth,6.941,vulnerable,64.108,three_toed,6.649,6.355
451,Maned three-toed sloth,7.217,vulnerable,62.722,three_toed,5.56,7.223
452,Maned three-toed sloth,8.467,vulnerable,63.385,three_toed,4.704,6.323
453,Maned three-toed sloth,5.521,vulnerable,62.737,three_toed,5.341,5.034
454,Maned three-toed sloth,5.842,vulnerable,62.883,three_toed,4.999,6.773
455,Maned three-toed sloth,6.552,vulnerable,62.148,three_toed,4.908,6.934
456,Maned three-toed sloth,9.122,vulnerable,63.822,three_toed,3.203,6.349
457,Maned three-toed sloth,7.959,vulnerable,62.326,three_toed,5.193,5.693
458,Maned three-toed sloth,8.089,vulnerable,62.391,three_toed,5.673,6.023
459,Maned three-toed sloth,7.874,vulnerable,64.111,three_toed,7.051,4.772
460,Maned three-toed sloth,8.18,vulnerable,61.834,three_toed,5.576,6.441
461,Maned three-toed sloth,7.704,vulnerable,63.203,three_toed,3.619,5.758
462,Maned three-toed sloth,7.049,vulnerable,63.497,three_toed,3.254,5.487
463,Maned three-toed sloth,9.006,vulnerable,63.919,three_toed,2.994,6.642
464,Maned three-toed sloth,7.324,vulnerable,63.008,three_toed,2.431,6.297
465,Maned three-toed sloth,7.641,vulnerable,61.96,three_toed,5.485,6.031
466,Maned three-toed sloth,6.881,vulnerable,63.58,three_toed,3.834,4.065
467,Maned three-toed sloth,6.844,vulnerable,63.239,three_toed,6.683,7.037
468,Maned three-toed sloth,7.126,vulnerable,63.788,three_toed,4.997,7.132
469,Maned three-toed sloth,7.079,vulnerable,63.497,three_toed,3.971,4.945
470,Maned three-toed sloth,8.068,vulnerable,62.599,three_toed,4.841,4.938
471,Maned three-toed sloth,6.829,vulnerable,63.826,three_toed,6.217,3.867
472,Maned three-toed sloth,5.934,vulnerable,63.276,three_toed,4.224,6.355
473,Maned three-toed sloth,7.17,vulnerable,61.929,three_toed,5.176,5.628
474,Maned three-toed sloth,7.778,vulnerable,64.323,three_toed,3.471,6.89
475,Maned three-toed sloth,6.562,vulnerable,63.397,three_toed,4.435,5.807
476,Maned three-toed sloth,7.282,vulnerable,62.311,three_toed,4.588,7.191
477,Maned three-toed sloth,7.878,vulnerable,61.963,three_toed,4.906,4.997
478,Maned three-toed sloth,7.647,vulnerable,64.693,three_toed,5.178,4.762
479,Maned three-toed sloth,6.776,vulnerable,64.748,three_toed,5.314,5.45
480,Maned three-toed sloth,5.721,vulnerable,63.922,three_toed,3.876,5.791
481,Maned three-toed sloth,8.919,vulnerable,61.831,three_toed,5.552,5.445
482,Maned three-toed sloth,7.854,vulnerable,63.937,three_toed,4.761,7.604
483,Maned three-toed sloth,7.547,vulnerable,65.58,three_toed,4.405,6.212
484,Maned three-toed sloth,8.77,vulnerable,63.965,three_toed,7.979,6.53
485,Maned three-toed sloth,6.11,vulnerable,63.558,three_toed,5.209,5.906
486,Maned three-toed sloth,7.04,vulnerable,62.68,three_toed,5.41,5.931
487,Maned three-toed sloth,9.819,vulnerable,64.008,three_toed,2.712,5.56
488,Maned three-toed sloth,6.055,vulnerable,63.894,three_toed,2.838,7.158
489,Maned three-toed sloth,8.015,vulnerable,62.666,three_toed,4.232,6.812
490,Maned three-toed sloth,7.865,vulnerable,64.219,three_toed,4.194,5.658
491,Maned three-toed sloth,9.28,vulnerable,63.131,three_toed,5.159,5.409
492,Maned three-toed sloth,8.328,vulnerable,65.036,three_toed,3.497,4.018
493,Maned three-toed sloth,6.311,vulnerable,61.537,three_toed,3.099,5.497
494,Maned three-toed sloth,7.927,vulnerable,63.342,three_toed,3.927,6.159
495,Maned three-toed sloth,6.287,vulnerable,65.616,three_toed,3.811,6.772
496,Maned three-toed sloth,8.765,vulnerable,62.441,three_toed,3.432,5.018
497,Maned three-toed sloth,7.351,vulnerable,64.213,three_toed,6.192,6.435
498,Maned three-toed sloth,8.476,vulnerable,64.199,three_toed,6.5,6.792
499,Maned three-toed sloth,7.388,vulnerable,64.488,three_toed,4.138,7.592
500,Maned three-toed sloth,7.917,vulnerable,62.841,three_toed,3.719,3.464
501,Maned three-toed sloth,7.348,vulnerable,63.949,three_toed,5.032,5.857
502,Maned three-toed sloth,7.791,vulnerable,64.5,three_toed,5.24,6.936
503,Maned three-toed sloth,8.369,vulnerable,62.3,three_toed,7.913,3.458
504,Maned three-toed sloth,9.381,vulnerable,63.362,three_toed,3.729,4.147
505,Maned three-toed sloth,8.307,vulnerable,63.43,three_toed,5.897,4.254
506,Maned three-toed sloth,8.707,vulnerable,62.264,three_toed,4.842,6.371
507,Maned three-toed sloth,7.616,vulnerable,62.627,three_toed,6.011,4.145
508,Maned three-toed sloth,5.945,vulnerable,62.459,three_toed,6.983,5.623
509,Maned three-toed sloth,7.826,vulnerable,64.114,three_toed,4.159,6.122
510,Maned three-toed sloth,8.19,vulnerable,62.389,three_toed,5.791,5.065
511,Maned three-toed sloth,7.921,vulnerable,63.351,three_toed,4.295,5.994
512,Maned three-toed sloth,6.813,vulnerable,64.038,three_toed,6.835,5.075
513,Maned three-toed sloth,7.676,vulnerable,62.983,three_toed,5.04,4.426
514,Maned three-toed sloth,8,vulnerable,62.919,three_toed,5.071,6.17
515,Maned three-toed sloth,7.71,vulnerable,63.064,three_toed,4.406,5.179
516,Maned three-toed sloth,7.48,vulnerable,63.287,three_toed,5.623,4.294
517,Maned three-toed sloth,6.966,vulnerable,64.902,three_toed,5.003,7.184
518,Maned three-toed sloth,8.703,vulnerable,62.469,three_toed,4.593,5.594
519,Maned three-toed sloth,7.116,vulnerable,62.741,three_toed,4.801,5.451
520,Maned three-toed sloth,6.785,vulnerable,63.306,three_toed,3.868,3.388
521,Maned three-toed sloth,7.453,vulnerable,63.092,three_toed,5.303,3.974
522,Maned three-toed sloth,8.212,vulnerable,64.133,three_toed,5.504,5.891
523,Maned three-toed sloth,5.488,vulnerable,63.099,three_toed,3.512,4.109
524,Maned three-toed sloth,7.419,vulnerable,62.912,three_toed,3.351,6.955
525,Maned three-toed sloth,7.699,vulnerable,63.444,three_toed,4.97,5.904
526,Maned three-toed sloth,9.088,vulnerable,63.658,three_toed,3.326,5.669
527,Maned three-toed sloth,8.477,vulnerable,62.916,three_toed,5.815,6.009
528,Maned three-toed sloth,8.391,vulnerable,62.634,three_toed,4.612,6.015
529,Maned three-toed sloth,6.198,vulnerable,64.11,three_toed,5.086,3.799
530,Maned three-toed sloth,7.718,vulnerable,62.934,three_toed,4.733,4.332
531,Maned three-toed sloth,8.314,vulnerable,64.239,three_toed,3.934,6.053
532,Maned three-toed sloth,6.097,vulnerable,63.449,three_toed,5.317,5.699
533,Maned three-toed sloth,6.503,vulnerable,63.394,three_toed,5.51,4.85
534,Maned three-toed sloth,6.214,vulnerable,63.353,three_toed,2.726,5.019
535,Maned three-toed sloth,9.169,vulnerable,65.45,three_toed,6.511,5.061
536,Maned three-toed sloth,6.155,vulnerable,62.674,three_toed,5.864,7.115
537,Maned three-toed sloth,7.736,vulnerable,64.415,three_toed,4.432,5.221
538,Maned three-toed sloth,8.779,vulnerable,61.617,three_toed,4.856,7.096
539,Maned three-toed sloth,8.396,vulnerable,64.366,three_toed,3.416,4.656
540,Maned three-toed sloth,7.712,vulnerable,63.229,three_toed,5.836,5.667
541,Maned three-toed sloth,9.075,vulnerable,64.947,three_toed,7.812,4.525
542,Maned three-toed sloth,5.338,vulnerable,65.084,three_toed,4.592,4.967
543,Maned three-toed sloth,9.043,vulnerable,64.195,three_toed,4.797,7.411
544,Maned three-toed sloth,8.065,vulnerable,62.567,three_toed,5.031,5.441
545,Maned three-toed sloth,6.633,vulnerable,63.243,three_toed,5.241,4.545
546,Maned three-toed sloth,7.099,vulnerable,64.41,three_toed,4.163,5.076
547,Maned three-toed sloth,4.953,vulnerable,62.571,three_toed,4.681,6.14
548,Maned three-toed sloth,7.692,vulnerable,62.97,three_toed,3.306,6.198
549,Maned three-toed sloth,6.808,vulnerable,63.928,three_toed,4.646,6.212
550,Maned three-toed sloth,8.712,vulnerable,64.634,three_toed,4.04,5.821
551,Maned three-toed sloth,7.642,vulnerable,61.896,three_toed,4.679,4.975
552,Maned three-toed sloth,7.653,vulnerable,64.144,three_toed,4.633,5.534
553,Maned three-toed sloth,8.978,vulnerable,62.958,three_toed,3.872,6.741
554,Maned three-toed sloth,7.364,vulnerable,65.089,three_toed,5.079,5.327
555,Maned three-toed sloth,10.161,vulnerable,64.398,three_toed,6.665,6.14
556,Maned three-toed sloth,7.848,vulnerable,64.122,three_toed,4.182,4.78
557,Maned three-toed sloth,7.056,vulnerable,65.17,three_toed,4.884,4.802
558,Maned three-toed sloth,7.331,vulnerable,61.621,three_toed,4.452,6.378
559,Maned three-toed sloth,9.428,vulnerable,61.877,three_toed,5.315,7.341
560,Maned three-toed sloth,7.829,vulnerable,63.5,three_toed,4.38,5.309
561,Maned three-toed sloth,7.039,vulnerable,66.259,three_toed,5.016,5.944
562,Maned three-toed sloth,8.24,vulnerable,65.275,three_toed,5.731,5.608
563,Maned three-toed sloth,8.175,vulnerable,63.26,three_toed,4.261,5.936
564,Maned three-toed sloth,5.898,vulnerable,62.54,three_toed,4.809,5.938
565,Maned three-toed sloth,8.96,vulnerable,63.388,three_toed,5.811,4.642
566,Maned three-toed sloth,7.566,vulnerable,62.725,three_toed,5.544,5.995
567,Maned three-toed sloth,7.826,vulnerable,63.109,three_toed,4.463,4.66
568,Maned three-toed sloth,8.249,vulnerable,64.049,three_toed,4.155,4.837
569,Maned three-toed sloth,8.057,vulnerable,63.641,three_toed,4.603,4.893
570,Maned three-toed sloth,7.642,vulnerable,64.816,three_toed,5.72,6.373
571,Maned three-toed sloth,7.699,vulnerable,62.964,three_toed,5.389,5.801
572,Maned three-toed sloth,6.275,vulnerable,62.741,three_toed,5.257,6.976
573,Maned three-toed sloth,7.765,vulnerable,62.348,three_toed,4.054,6.619
574,Maned three-toed sloth,8.18,vulnerable,64.87,three_toed,6.055,5.227
575,Maned three-toed sloth,6.845,vulnerable,62.313,three_toed,6.167,6.336
576,Maned three-toed sloth,7.082,vulnerable,63.471,three_toed,5.378,6.121
577,Maned three-toed sloth,7.214,vulnerable,64.289,three_toed,4.867,4.847
578,Maned three-toed sloth,7.373,vulnerable,62.033,three_toed,5.908,4.958
579,Maned three-toed sloth,8.38,vulnerable,63.395,three_toed,5.392,6.264
580,Maned three-toed sloth,7.745,vulnerable,63.548,three_toed,2.906,6.475
581,Maned three-toed sloth,8.382,vulnerable,63.883,three_toed,4.592,6.586
582,Maned three-toed sloth,8.497,vulnerable,64.121,three_toed,4.184,7.092
583,Maned three-toed sloth,6.321,vulnerable,62.941,three_toed,4.434,5.629
584,Maned three-toed sloth,6.003,vulnerable,62.353,three_toed,6.059,4.686
585,Maned three-toed sloth,7.089,vulnerable,62.946,three_toed,4.687,7.184
586,Maned three-toed sloth,7.705,vulnerable,62.102,three_toed,5.224,6.325
587,Maned three-toed sloth,6.672,vulnerable,63.358,three_toed,4.388,4.527
588,Maned three-toed sloth,7.426,vulnerable,63.578,three_toed,4.212,7.585
589,Maned three-toed sloth,6.741,vulnerable,64.585,three_toed,5.658,5.521
590,Maned three-toed sloth,7.932,vulnerable,63.237,three_toed,5.685,5.939
591,Maned three-toed sloth,6.943,vulnerable,64.138,three_toed,5.052,5.232
592,Maned three-toed sloth,7.08,vulnerable,62.374,three_toed,4.806,4.247
593,Maned three-toed sloth,7.925,vulnerable,62.855,three_toed,4.407,4.25
